call_id,agent_id,call_duration,hold_time,csat_score,first_call_res,repeat_call,issue_type,channel
646,44,870,103,3,0,0,Tech,Chat
647,17,721,189,4,1,0,Tech,Voice
648,38,623,84,5,1,0,General,Voice
649,7,497,65,5,1,0,General,Voice
650,46,849,245,1,0,1,Tech,Voice
651,13,603,133,2,0,1,Tech,Chat
652,40,755,73,3,0,0,Tech,Chat
653,42,897,158,4,1,1,Tech,Voice
654,9,606,135,5,1,0,Billing,Chat
655,50,573,85,5,1,0,Billing,Voice
656,27,766,117,5,1,0,Billing,Email
657,2,903,102,4,1,0,Tech,Chat
658,5,652,179,5,1,0,Billing,Chat
659,29,628,160,5,1,0,General,Voice
660,37,643,0,2,0,1,Billing,Voice
661,38,748,234,4,1,0,Billing,Voice
662,19,687,102,5,1,0,Tech,Voice
663,8,901,223,3,1,0,Tech,Voice
664,48,592,162,2,0,1,Billing,Email
665,45,692,134,2,0,1,Tech,Voice
666,1,538,114,2,0,1,General,Voice
667,22,576,285,2,0,0,Billing,Voice
668,17,621,103,5,1,0,Tech,Voice
669,7,653,79,5,1,0,General,Email
670,25,537,85,5,1,0,Billing,Voice
671,45,762,120,5,1,0,Tech,Email
672,4,953,119,3,1,1,Tech,Voice
673,36,769,180,2,0,0,Tech,Email
674,6,736,165,5,1,0,Billing,Voice
675,31,487,165,3,0,0,Billing,Chat
676,19,585,106,2,0,1,Tech,Voice
677,44,515,160,5,1,0,Billing,Chat
678,39,327,166,2,0,1,Tech,Chat
679,27,885,115,5,1,0,Tech,Voice
680,10,594,136,2,0,1,Tech,Voice
681,26,475,166,5,1,0,General,Email
682,19,857,132,5,1,0,Tech,Voice
683,39,564,138,3,0,0,Billing,Email
684,3,497,204,4,1,0,General,Chat
685,45,305,133,5,1,0,Billing,Voice
686,13,706,83,5,1,0,Billing,Voice
687,50,858,39,5,1,0,Tech,Email
688,28,1058,126,4,1,0,Tech,Voice
689,20,660,100,2,0,1,Tech,Voice
690,28,375,168,5,1,0,Billing,Chat
691,8,899,214,4,1,0,Tech,Voice
692,41,527,58,5,1,0,Billing,Chat
693,39,625,66,4,1,1,General,Voice
694,1,744,118,5,1,0,Billing,Voice
695,3,596,72,2,0,1,General,Voice
696,13,775,106,4,1,1,Tech,Voice
697,28,577,87,5,1,0,General,Voice
698,49,504,59,2,0,1,Tech,Chat
699,25,916,169,1,0,1,Tech,Chat
700,33,925,124,1,0,1,Tech,Chat
701,38,613,229,1,0,1,Billing,Voice
702,6,368,141,5,1,0,Billing,Voice
703,44,535,197,1,0,1,General,Email
704,45,722,76,2,0,1,General,Voice
705,32,665,75,2,0,1,Tech,Voice
706,45,692,253,4,1,0,Billing,Voice
707,47,758,83,2,0,1,Tech,Voice
708,21,856,63,5,1,0,Tech,Voice
709,16,688,49,2,0,1,Tech,Chat
710,21,762,234,4,1,0,Tech,Chat
711,11,602,103,2,0,1,General,Voice
712,37,420,144,5,1,0,Billing,Chat
713,36,791,129,5,1,0,Tech,Voice
714,35,346,76,2,0,1,Tech,Voice
715,19,659,102,5,1,0,Tech,Chat
716,20,615,170,5,1,0,Billing,Voice
717,18,684,46,5,1,0,Billing,Voice
718,47,606,160,3,0,0,General,Chat
719,41,541,206,3,1,1,Tech,Chat
720,49,904,137,4,1,0,Tech,Chat
721,14,413,200,4,1,0,General,Voice
722,15,842,37,2,0,1,Tech,Voice
723,31,417,10,5,1,0,Billing,Voice
724,1,634,134,5,1,0,Tech,Voice
725,3,606,84,5,1,0,Tech,Chat
726,16,770,172,5,1,0,Tech,Chat
727,23,720,101,2,0,1,Tech,Voice
728,11,826,128,2,0,1,Tech,Chat
729,12,747,124,4,1,1,Tech,Voice
730,10,367,126,5,1,0,General,Chat
731,32,583,87,4,1,1,Billing,Voice
732,16,338,38,3,0,0,Billing,Voice
733,8,617,106,5,1,0,Tech,Voice
734,38,506,207,4,1,0,Billing,Email
735,12,498,83,5,1,0,Billing,Voice
736,24,352,83,5,1,0,General,Voice
737,28,714,129,5,1,0,General,Voice
738,8,997,49,1,0,1,Tech,Voice
739,28,820,180,2,0,0,Billing,Voice
740,36,687,55,5,1,0,Billing,Chat
741,26,502,102,5,1,0,Billing,Voice
742,8,500,272,4,1,0,Billing,Email
743,50,493,51,3,0,0,General,Voice
744,28,788,208,4,1,0,Billing,Voice
745,28,732,127,5,1,0,Tech,Voice
746,37,702,135,5,1,0,Billing,Chat
747,41,692,71,2,0,1,General,Voice
748,36,778,167,2,0,1,Tech,Voice
749,27,375,98,5,1,0,General,Chat
750,17,735,51,3,0,0,Tech,Chat
751,9,772,207,2,0,0,Tech,Chat
752,33,703,96,5,1,0,Billing,Chat
753,20,752,8,4,1,1,Tech,Voice
754,13,568,103,5,1,0,Tech,Voice
755,28,898,168,2,0,1,Tech,Chat
756,48,522,158,5,1,0,Billing,Voice
757,29,244,81,2,0,1,Billing,Voice
758,13,798,61,5,1,0,Tech,Chat
759,46,825,38,2,0,1,Tech,Voice
760,35,623,118,5,1,0,Tech,Voice
761,6,526,129,4,1,1,Billing,Chat
762,18,848,162,2,0,1,Tech,Chat
763,5,589,111,2,0,1,Billing,Voice
764,47,362,109,5,1,0,Billing,Voice
765,25,938,103,1,0,1,Tech,Voice
766,2,754,129,5,1,0,Billing,Voice
767,10,488,111,5,1,0,Billing,Voice
768,30,463,176,5,1,0,Tech,Voice
769,50,642,138,5,1,0,Billing,Chat
770,45,469,126,5,1,0,Billing,Voice
771,5,614,117,5,1,0,Billing,Email
772,33,814,63,5,1,0,Billing,Voice
773,1,364,119,5,1,0,Billing,Email
774,18,630,81,4,1,1,Tech,Voice
775,32,526,140,5,1,0,Billing,Voice
776,47,705,107,2,0,1,Billing,Voice
777,49,1283,219,1,0,1,Tech,Chat
778,11,787,44,5,1,0,Tech,Chat
779,21,354,0,5,1,0,General,Chat
780,26,698,136,2,0,1,Tech,Chat
781,25,633,81,5,1,0,Tech,Voice
782,22,858,129,2,0,1,Tech,Voice
783,27,806,45,5,1,0,Tech,Voice
784,49,593,234,4,1,0,Tech,Voice
785,13,449,96,5,1,0,Billing,Chat
786,33,506,77,2,0,1,Billing,Chat
787,34,521,233,1,0,1,Billing,Voice
788,41,544,170,3,0,0,General,Chat
789,35,757,203,3,1,1,Tech,Voice
790,1,935,109,1,0,1,Tech,Voice
791,21,690,122,5,1,0,Tech,Voice
792,48,668,84,2,0,1,Tech,Voice
793,6,389,77,5,1,0,Billing,Voice
794,28,523,143,5,1,0,Billing,Voice
795,17,580,97,3,0,0,General,Voice
796,5,491,253,4,1,0,Tech,Voice
797,31,698,170,5,1,0,Tech,Voice
798,5,689,232,4,1,0,General,Voice
799,38,627,0,5,1,0,Billing,Email
800,3,594,233,4,1,0,General,Chat
801,23,843,0,2,0,1,Tech,Email
802,37,663,44,4,1,1,Tech,Voice
803,37,643,14,2,0,1,Tech,Chat
804,10,702,134,5,1,0,Billing,Voice
805,10,649,118,5,1,0,Billing,Chat
806,19,638,167,5,1,0,Tech,Voice
807,17,324,114,5,1,0,General,Voice
808,21,641,193,1,0,1,Tech,Voice
809,14,615,64,4,1,1,Billing,Voice
810,9,651,194,1,0,1,Tech,Voice
811,46,589,118,5,1,0,Billing,Email
812,1,720,261,1,0,1,Billing,Voice
813,45,736,172,3,0,0,Tech,Chat
814,13,785,101,5,1,0,Tech,Voice
815,4,632,117,4,1,1,Billing,Chat
816,1,420,59,5,1,0,Billing,Chat
817,49,457,141,3,0,0,General,Voice
818,40,637,101,5,1,0,Billing,Voice
819,32,755,163,2,0,1,Tech,Chat
820,34,768,39,5,1,0,Tech,Voice
821,28,553,100,5,1,0,Billing,Voice
822,31,667,50,5,1,0,Billing,Voice
823,8,815,54,4,1,1,Tech,Voice
824,39,817,156,2,0,1,Tech,Voice
825,26,933,187,3,1,0,Tech,Voice
826,34,990,0,1,0,1,Tech,Chat
827,3,819,231,1,0,1,General,Chat
828,50,663,204,4,1,0,Tech,Voice
829,12,1120,39,4,1,0,Tech,Voice
830,1,585,169,5,1,0,Tech,Voice
831,44,1040,92,1,0,1,Tech,Voice
832,5,654,114,5,1,0,Tech,Chat
833,30,739,156,5,1,0,Tech,Chat
834,30,752,148,5,1,0,Tech,Chat
835,17,445,85,5,1,0,Billing,Email
836,48,763,85,2,0,1,Tech,Voice
837,47,452,88,2,0,1,Billing,Chat
838,23,401,188,4,1,0,Billing,Chat
839,15,545,8,5,1,0,Billing,Chat
840,37,988,110,2,0,0,Tech,Chat
841,21,711,214,4,1,0,Tech,Chat
842,14,662,162,5,1,0,Billing,Voice
843,2,623,183,4,1,0,Tech,Email
844,11,557,111,2,0,1,Tech,Chat
845,39,604,50,5,1,0,Billing,Voice
846,38,1013,123,1,0,1,Tech,Chat
847,34,781,78,5,1,0,Tech,Voice
848,38,873,253,1,0,1,Tech,Chat
849,50,974,110,4,1,0,Tech,Email
850,34,744,158,5,1,0,Tech,Voice
851,18,531,222,1,0,1,Billing,Chat
852,30,606,54,4,1,1,Billing,Chat
853,15,628,0,5,1,0,Billing,Chat
854,27,382,149,4,1,1,General,Voice
855,34,585,160,5,1,0,Billing,Voice
856,38,549,95,5,1,0,Billing,Voice
857,33,455,50,2,0,1,General,Voice
858,24,541,138,5,1,0,General,Voice
859,15,575,118,5,1,0,Tech,Chat
860,30,368,139,4,1,1,Billing,Email
861,42,558,52,5,1,0,Billing,Voice
862,17,885,139,5,1,0,Tech,Voice
863,5,508,169,5,1,0,Billing,Chat
864,29,434,29,2,0,1,Billing,Voice
865,4,629,207,1,0,1,Tech,Email
866,10,615,135,5,1,0,General,Chat
867,17,1000,171,4,1,0,Tech,Chat
868,10,865,43,2,0,1,Tech,Voice
869,17,945,160,1,0,1,Tech,Voice
870,20,424,21,5,1,0,Billing,Voice
871,24,738,63,5,1,0,Tech,Voice
872,5,672,135,2,0,1,Billing,Chat
873,34,382,103,5,1,0,Billing,Voice
874,6,651,121,5,1,0,Tech,Voice
875,2,663,235,4,1,0,Billing,Chat
876,13,581,120,5,1,0,General,Voice
877,43,434,162,4,1,1,Billing,Voice
878,43,505,115,2,0,1,Tech,Chat
879,48,950,114,4,1,0,Tech,Voice
880,11,303,61,5,1,0,Billing,Voice
881,47,625,142,5,1,0,Billing,Voice
882,23,670,272,2,0,0,Tech,Voice
883,16,675,125,3,0,0,General,Voice
884,31,424,103,5,1,0,General,Voice
885,11,1142,188,1,0,1,Tech,Voice
886,16,810,181,4,1,0,Tech,Voice
887,8,835,146,5,1,0,Tech,Voice
888,4,634,101,3,0,0,Tech,Chat
889,40,729,188,3,1,1,Tech,Chat
890,4,733,127,2,0,1,Tech,Chat
891,25,765,174,5,1,0,General,Voice
892,3,810,70,5,1,0,Tech,Voice
893,32,615,84,5,1,0,General,Chat
894,3,829,125,4,1,1,Tech,Chat
895,27,625,45,5,1,0,Billing,Chat
896,29,383,97,5,1,0,Billing,Voice
897,32,1057,43,4,1,0,Tech,Voice
898,50,618,27,3,0,0,Tech,Chat
899,19,545,266,1,0,1,General,Email
900,21,733,83,5,1,0,Billing,Email
901,5,782,88,5,1,0,General,Email
902,18,646,124,5,1,0,General,Chat
903,28,489,56,5,1,0,Billing,Chat
904,42,565,89,5,1,0,General,Voice
905,22,570,230,1,0,1,General,Chat
906,21,780,141,5,1,0,Tech,Voice
907,6,565,179,3,0,0,Tech,Voice
908,1,701,214,4,1,0,General,Chat
909,5,770,132,3,0,0,Tech,Chat
910,41,641,106,5,1,0,Tech,Chat
911,12,490,33,2,0,1,General,Voice
912,26,790,97,5,1,0,Tech,Voice
913,46,539,110,3,0,0,Tech,Email
914,34,655,71,5,1,0,Billing,Chat
915,49,785,212,4,1,0,Tech,Voice
916,14,737,186,4,1,0,Billing,Voice
917,26,559,179,5,1,0,General,Email
918,45,587,113,2,0,1,Tech,Voice
919,27,406,58,5,1,0,Billing,Voice
920,9,691,199,1,0,1,Tech,Voice
921,26,515,140,5,1,0,Billing,Voice
922,47,664,166,5,1,0,Tech,Voice
923,22,565,157,2,0,1,General,Voice
924,47,478,138,2,0,1,General,Voice
925,30,580,239,3,1,1,Billing,Voice
926,43,487,80,5,1,0,Billing,Voice
927,48,625,101,2,0,1,General,Email
928,17,512,218,1,0,1,General,Chat
929,26,936,124,4,1,0,Tech,Voice
930,36,847,112,2,0,1,Tech,Voice
931,1,779,104,5,1,0,Tech,Voice
932,8,525,160,2,0,1,General,Chat
933,49,522,106,5,1,0,Tech,Voice
934,35,719,99,5,1,0,Billing,Email
935,15,468,159,5,1,0,Billing,Chat
936,47,560,125,5,1,0,General,Email
937,22,591,59,5,1,0,Billing,Voice
938,14,722,121,2,0,1,Tech,Chat
939,26,953,203,3,1,0,Tech,Chat
940,28,403,165,5,1,0,Billing,Voice
941,23,758,211,4,1,0,Billing,Voice
942,14,630,76,5,1,0,General,Voice
943,24,520,184,1,0,1,General,Voice
944,2,521,81,3,0,0,General,Chat
945,45,283,46,5,1,0,General,Chat
946,26,622,71,5,1,0,Tech,Voice
947,14,507,127,5,1,0,General,Voice
948,7,776,181,1,0,1,Tech,Email
949,3,938,138,3,1,1,Tech,Voice
950,47,794,110,5,1,0,General,Voice
951,23,582,58,5,1,0,Billing,Voice
952,46,780,162,2,0,1,Tech,Email
953,43,676,177,5,1,0,Tech,Chat
954,47,344,137,5,1,0,Billing,Voice
955,45,477,56,5,1,0,Billing,Voice
956,18,525,168,5,1,0,General,Voice
957,38,667,193,4,1,0,General,Voice
958,35,827,211,2,0,0,Tech,Chat
959,15,576,93,5,1,0,Billing,Voice
960,25,480,146,2,0,1,Billing,Voice
961,37,312,87,5,1,0,General,Voice
962,28,461,64,5,1,0,Tech,Voice
963,10,500,214,1,0,1,Tech,Email
964,39,706,153,2,0,1,Tech,Voice
965,17,899,197,1,0,1,Tech,Voice
966,39,895,46,2,0,1,Tech,Chat
967,22,645,137,5,1,0,General,Voice
968,26,672,150,5,1,0,Tech,Voice
969,44,921,70,4,1,0,Tech,Voice
970,25,610,209,2,0,0,Tech,Voice
971,17,878,105,4,1,1,Tech,Email
972,13,498,147,5,1,0,Tech,Voice
973,20,408,86,5,1,0,Billing,Voice
974,25,997,48,1,0,1,Tech,Chat
975,4,525,174,2,0,1,Billing,Voice
976,10,468,142,2,0,1,General,Email
977,3,915,134,4,1,0,Tech,Voice
978,41,696,103,5,1,0,General,Voice
979,45,498,141,5,1,0,Billing,Voice
980,18,791,195,4,1,0,Tech,Voice
981,47,770,78,5,1,0,Tech,Voice
982,36,325,153,5,1,0,Tech,Voice
983,47,540,132,2,0,1,Tech,Voice
984,22,891,108,2,0,1,Tech,Voice
985,34,625,21,5,1,0,Tech,Voice
986,47,613,119,3,0,0,Billing,Voice
987,8,581,160,5,1,0,Billing,Voice
988,40,932,139,4,1,0,Tech,Voice
989,49,545,33,5,1,0,Tech,Voice
990,44,597,194,4,1,0,Billing,Chat
991,19,542,218,4,1,0,Billing,Voice
992,42,455,113,5,1,0,Billing,Voice
993,41,630,258,1,0,1,Tech,Voice
994,37,784,70,2,0,1,Tech,Voice
995,6,625,43,5,1,0,General,Chat
996,26,557,59,2,0,1,General,Voice
997,34,764,134,3,0,0,Tech,Voice
998,45,490,13,2,0,1,Billing,Voice
999,6,498,101,5,1,0,Billing,Email
1000,37,454,296,2,0,0,Billing,Voice
1001,33,487,29,2,0,1,General,Chat
1002,22,839,87,3,0,0,Tech,Voice
1003,21,634,57,5,1,0,Billing,Voice
1004,6,558,102,4,1,1,Tech,Voice
1005,6,615,99,5,1,0,Tech,Voice
1006,48,643,79,5,1,0,Tech,Voice
1007,4,542,110,5,1,0,Billing,Voice
1008,30,348,157,2,0,1,General,Voice
1009,11,618,203,4,1,0,Tech,Voice
1010,30,383,102,5,1,0,Billing,Voice
1011,31,598,120,5,1,0,General,Voice
1012,24,546,147,5,1,0,Billing,Voice
1013,9,494,45,5,1,0,General,Voice
1014,3,422,110,5,1,0,General,Voice
1015,31,682,89,5,1,0,Tech,Voice
1016,40,665,177,2,0,1,Tech,Chat
1017,37,995,225,3,1,0,Tech,Voice
1018,36,669,73,2,0,1,General,Email
1019,24,646,196,2,0,0,Tech,Chat
1020,31,774,32,5,1,0,Tech,Chat
1021,6,663,132,2,0,1,General,Voice
1022,2,467,135,5,1,0,General,Chat
1023,20,379,30,5,1,0,General,Chat
1024,28,480,70,5,1,0,Tech,Chat
1025,11,702,64,5,1,0,General,Voice
1026,4,721,41,2,0,1,Tech,Chat
1027,15,584,0,5,1,0,General,Chat
1028,6,663,107,5,1,0,Tech,Voice
1029,49,559,114,5,1,0,Tech,Chat
1030,30,587,114,4,1,1,Tech,Voice
1031,38,548,165,3,0,0,Tech,Chat
1032,2,877,3,5,1,0,Tech,Chat
1033,15,973,97,4,1,0,Tech,Voice
1034,11,755,273,4,1,0,Tech,Chat
1035,8,522,173,5,1,0,Tech,Chat
1036,26,609,173,5,1,0,General,Voice
1037,45,939,59,4,1,0,Tech,Voice
1038,44,666,108,5,1,0,Billing,Chat
1039,5,546,0,2,0,1,Billing,Voice
1040,6,521,155,5,1,0,Billing,Voice
1041,26,744,204,1,0,1,Tech,Chat
1042,4,697,33,3,0,0,Billing,Email
1043,19,641,50,2,0,1,Billing,Voice
1044,20,503,118,5,1,0,General,Voice
1045,33,500,129,2,0,1,General,Voice
1046,20,677,87,3,0,0,Tech,Chat
1047,49,422,71,3,0,0,General,Chat
1048,12,712,71,5,1,0,Billing,Voice
1049,47,631,117,5,1,0,Tech,Voice
1050,1,823,155,2,0,1,Tech,Voice
1051,26,650,117,5,1,0,Tech,Chat
1052,14,678,111,5,1,0,Tech,Voice
1053,38,732,14,5,1,0,Tech,Chat
1054,37,831,172,2,0,1,Tech,Voice
1055,11,711,116,5,1,0,Tech,Chat
1056,36,413,93,2,0,1,Billing,Voice
1057,13,552,135,5,1,0,Billing,Chat
1058,43,457,69,5,1,0,Billing,Email
1059,3,735,95,5,1,0,Billing,Email
1060,33,711,126,3,0,0,Tech,Email
1061,6,469,79,5,1,0,Billing,Voice
1062,50,786,21,5,1,0,General,Voice
1063,10,638,11,5,1,0,Billing,Voice
1064,5,442,146,5,1,0,Billing,Voice
1065,23,631,118,3,0,0,Tech,Voice
1066,10,606,116,5,1,0,Billing,Chat
1067,44,756,50,5,1,0,Tech,Chat
1068,2,883,118,5,1,0,Tech,Voice
1069,13,470,95,5,1,0,Billing,Chat
1070,40,634,83,3,0,0,Billing,Voice
1071,2,414,115,5,1,0,Tech,Chat
1072,20,531,137,5,1,0,Billing,Voice
1073,1,475,224,4,1,0,Billing,Voice
1074,37,495,153,5,1,0,Billing,Voice
1075,9,537,171,5,1,0,Billing,Chat
1076,17,920,186,3,1,0,Tech,Email
1077,9,576,74,2,0,1,Tech,Voice
1078,11,421,100,2,0,1,Tech,Voice
1079,15,425,65,4,1,1,Billing,Chat
1080,24,672,79,4,1,1,Billing,Voice
1081,38,352,94,5,1,0,General,Voice
1082,35,664,77,3,0,0,Tech,Voice
1083,30,650,133,2,0,1,General,Chat
1084,31,741,145,5,1,0,Tech,Voice
1085,49,919,41,1,0,1,Tech,Voice
1086,5,444,101,5,1,0,Tech,Voice
1087,44,701,101,2,0,1,Tech,Email
1088,50,950,31,1,0,1,Tech,Voice
1089,14,580,74,2,0,1,Tech,Chat
1090,11,674,172,5,1,0,Billing,Voice
1091,9,714,171,5,1,0,Tech,Voice
1092,34,815,22,2,0,1,Tech,Email
1093,12,701,148,4,1,1,General,Voice
1094,35,814,31,5,1,0,Tech,Chat
1095,35,661,95,5,1,0,Tech,Email
1096,1,617,114,5,1,0,Billing,Chat
1097,40,650,165,2,0,1,Tech,Voice
1098,22,791,109,5,1,0,Tech,Chat
1099,29,399,59,5,1,0,General,Chat
1100,8,754,48,5,1,0,Tech,Email
1101,11,928,130,1,0,1,Tech,Chat
1102,41,705,81,2,0,1,Tech,Voice
1103,37,681,95,5,1,0,General,Chat
1104,14,1214,178,4,1,0,Tech,Voice
1105,30,745,146,5,1,0,Tech,Voice
1106,35,623,215,4,1,0,General,Chat
1107,21,607,58,5,1,0,Billing,Chat
1108,37,577,77,5,1,0,General,Chat
1109,5,644,131,5,1,0,Billing,Chat
1110,19,712,229,3,1,1,Tech,Voice
1111,14,650,72,3,0,0,Tech,Voice
1112,26,521,122,2,0,1,Tech,Voice
1113,4,508,199,1,0,1,General,Voice
1114,25,658,122,5,1,0,Billing,Voice
1115,45,437,181,4,1,0,Billing,Email
1116,42,787,237,1,0,1,Tech,Voice
1117,25,731,137,5,1,0,Tech,Voice
1118,18,656,147,2,0,1,Tech,Voice
1119,40,327,164,5,1,0,Billing,Chat
1120,8,713,65,5,1,0,Billing,Voice
1121,39,612,31,5,1,0,Billing,Voice
1122,40,869,129,2,0,1,Billing,Voice
1123,14,911,82,4,1,0,Tech,Voice
1124,32,951,183,1,0,1,Tech,Chat
1125,38,340,138,2,0,1,General,Voice
1126,33,337,182,1,0,1,General,Voice
1127,23,555,47,5,1,0,Billing,Email
1128,15,577,180,3,1,1,Tech,Voice
1129,33,468,0,3,0,0,Billing,Voice
1130,25,853,52,5,1,0,Billing,Chat
1131,17,928,157,4,1,0,Tech,Chat
1132,33,437,89,4,1,1,Billing,Voice
1133,47,266,95,5,1,0,Billing,Chat
1134,2,427,126,5,1,0,General,Voice
1135,14,666,205,1,0,1,Tech,Email
1136,40,701,4,2,0,1,Tech,Chat
1137,40,396,194,4,1,0,Billing,Voice
1138,39,685,198,1,0,1,Billing,Voice
1139,6,464,89,5,1,0,General,Voice
1140,6,627,78,5,1,0,Billing,Chat
1141,3,758,112,2,0,1,Tech,Chat
1142,7,662,77,5,1,0,Billing,Email
1143,8,714,140,2,0,1,Tech,Voice
1144,42,439,148,5,1,0,Billing,Chat
1145,15,478,26,2,0,1,General,Voice
1146,47,479,64,5,1,0,General,Voice
1147,29,1059,48,4,1,0,Tech,Chat
1148,33,559,132,5,1,0,Billing,Voice
1149,30,550,172,5,1,0,General,Voice
1150,39,882,55,5,1,0,Tech,Chat
1151,27,749,171,2,0,1,Tech,Voice
1152,36,918,64,4,1,0,Tech,Email
1153,29,505,163,3,0,0,Billing,Voice
1154,38,493,102,5,1,0,Billing,Voice
1155,33,602,93,5,1,0,Tech,Voice
1156,37,772,188,1,0,1,Billing,Voice
1157,27,739,227,2,0,0,Tech,Email
1158,33,573,3,5,1,0,Tech,Voice
1159,4,573,155,3,0,0,General,Voice
1160,22,471,130,5,1,0,General,Voice
1161,2,503,159,5,1,0,General,Chat
1162,10,587,33,5,1,0,Billing,Voice
1163,5,732,54,2,0,1,Billing,Chat
1164,10,765,79,2,0,1,Tech,Chat
1165,33,464,132,5,1,0,Billing,Voice
1166,38,489,76,5,1,0,Billing,Email
1167,13,848,100,2,0,1,Tech,Chat
1168,31,456,169,5,1,0,Tech,Voice
1169,47,424,242,4,1,0,General,Chat
1170,36,575,165,4,1,1,Billing,Chat
1171,45,345,171,5,1,0,Billing,Chat
1172,24,512,109,5,1,0,Billing,Voice
1173,15,492,66,4,1,1,General,Chat
1174,29,881,100,5,1,0,Tech,Voice
1175,8,519,116,5,1,0,General,Voice
1176,5,692,50,3,0,0,General,Chat
1177,29,761,168,5,1,0,Tech,Chat
1178,47,1016,211,3,1,0,Tech,Voice
1179,4,541,127,2,0,1,Tech,Voice
1180,12,992,185,3,1,0,Tech,Chat
1181,45,688,192,2,0,0,Tech,Email
1182,2,971,57,3,1,1,Tech,Voice
1183,27,692,15,5,1,0,General,Voice
1184,31,207,90,5,1,0,General,Chat
1185,36,821,125,5,1,0,Tech,Voice
1186,36,899,48,2,0,1,Tech,Voice
1187,26,949,205,3,1,0,Tech,Chat
1188,43,408,236,4,1,0,Billing,Voice
1189,27,620,130,5,1,0,Billing,Voice
1190,5,779,61,2,0,1,Tech,Chat
1191,20,814,149,2,0,1,Tech,Voice
1192,11,669,60,4,1,1,Billing,Voice
1193,10,688,188,4,1,0,General,Voice
1194,40,471,106,2,0,1,Billing,Voice
1195,38,581,163,5,1,0,Billing,Voice
1196,6,756,174,5,1,0,Tech,Voice
1197,8,521,152,5,1,0,Billing,Chat
1198,23,532,227,4,1,0,Billing,Chat
1199,47,779,130,3,0,0,Tech,Voice
1200,26,659,89,3,0,0,Tech,Voice
1201,46,882,0,2,0,1,Tech,Voice
1202,43,940,0,3,1,1,Tech,Chat
1203,12,626,159,5,1,0,Tech,Voice
1204,26,708,108,4,1,1,Billing,Chat
1205,13,451,71,5,1,0,General,Voice
1206,40,657,53,5,1,0,Billing,Email
1207,18,707,164,5,1,0,General,Voice
1208,25,735,60,3,0,0,Tech,Chat
1209,33,452,217,4,1,0,General,Chat
1210,47,479,261,4,1,0,Billing,Voice
1211,40,804,65,2,0,1,Tech,Chat
1212,43,785,160,2,0,1,Billing,Chat
1213,12,346,146,5,1,0,Billing,Chat
1214,44,765,60,3,0,0,Tech,Chat
1215,36,539,61,5,1,0,Billing,Voice
1216,48,681,112,5,1,0,Tech,Voice
1217,4,540,51,2,0,1,Billing,Voice
1218,5,668,185,1,0,1,Tech,Chat
1219,37,936,105,1,0,1,Tech,Voice
1220,8,951,52,1,0,1,Tech,Chat
1221,42,763,114,5,1,0,Tech,Voice
1222,49,728,147,4,1,1,Tech,Voice
1223,28,490,76,5,1,0,General,Voice
1224,31,763,0,5,1,0,Tech,Voice
1225,9,1027,127,4,1,0,Tech,Voice
1226,29,537,46,5,1,0,General,Voice
1227,14,624,72,3,0,0,Tech,Voice
1228,40,690,148,3,0,0,Tech,Chat
1229,41,863,84,2,0,1,Tech,Voice
1230,22,642,111,5,1,0,Tech,Voice
1231,11,744,207,1,0,1,Tech,Chat
1232,23,606,98,5,1,0,Billing,Voice
1233,1,472,241,2,0,0,Billing,Voice
1234,46,338,164,5,1,0,General,Voice
1235,37,421,64,5,1,0,Billing,Voice
1236,21,621,91,3,0,0,Tech,Voice
1237,26,715,44,2,0,1,Tech,Voice
1238,46,756,158,5,1,0,Tech,Voice
1239,36,648,199,4,1,0,Billing,Voice
1240,23,402,98,2,0,1,Billing,Voice
1241,1,631,8,5,1,0,General,Voice
1242,40,505,141,2,0,1,General,Voice
1243,15,482,68,5,1,0,Tech,Voice
1244,21,752,77,5,1,0,Tech,Chat
1245,47,947,138,4,1,0,Tech,Chat
1246,9,882,193,4,1,0,Tech,Chat
1247,9,738,164,5,1,0,Tech,Chat
1248,10,685,145,5,1,0,Billing,Chat
1249,26,778,110,5,1,0,Tech,Voice
1250,41,897,40,5,1,0,Tech,Voice
1251,35,350,140,5,1,0,General,Voice
1252,25,400,163,5,1,0,Billing,Voice
1253,26,859,84,2,0,1,Tech,Voice
1254,11,980,98,4,1,0,Tech,Email
1255,38,812,186,4,1,0,Tech,Email
1256,2,490,96,5,1,0,Billing,Voice
1257,7,622,103,2,0,1,Tech,Voice
1258,18,702,114,5,1,0,Tech,Voice
1259,27,932,159,4,1,0,Tech,Chat
1260,34,698,137,5,1,0,Tech,Chat
1261,27,907,133,2,0,0,Tech,Voice
1262,17,847,211,1,0,1,Tech,Chat
1263,43,755,95,5,1,0,General,Chat
1264,44,780,62,5,1,0,Tech,Voice
1265,24,544,181,4,1,0,Billing,Voice
1266,25,914,133,4,1,0,Tech,Email
1267,7,437,84,5,1,0,Billing,Chat
1268,6,683,98,4,1,1,Tech,Voice
1269,24,348,43,5,1,0,Billing,Voice
1270,33,399,133,4,1,1,Billing,Voice
1271,49,780,32,5,1,0,General,Chat
1272,29,633,160,4,1,1,Billing,Voice
1273,43,544,88,3,0,0,Tech,Voice
1274,22,693,36,5,1,0,Billing,Voice
1275,26,644,185,4,1,0,Tech,Voice
1276,28,846,255,4,1,0,Tech,Voice
1277,50,843,146,4,1,1,Tech,Voice
1278,21,999,102,4,1,0,Tech,Voice
1279,49,485,62,5,1,0,Billing,Chat
